t_ms,pwm_cmd,dir,enc_count,rpm
0,240,R,0,0.00
10,240,R,-3,-7.50
20,240,R,-10,-17.50
30,240,R,-22,-29.99
40,240,R,-37,-37.51
50,240,R,-56,-47.50
60,240,R,-78,-54.99
70,240,R,-104,-65.00
80,240,R,-134,-74.99
90,240,R,-167,-82.51
100,240,R,-206,-97.48
110,240,R,-247,-102.51
120,240,R,-292,-112.50
130,240,R,-342,-125.01
140,240,R,-395,-132.53
150,240,R,-452,-142.49
160,240,R,-512,-150.00
170,240,R,-574,-154.98
180,240,R,-638,-159.98
190,240,R,-704,-165.05
200,240,R,-771,-167.45
210,240,R,-842,-177.54
220,240,R,-914,-180.02
230,240,R,-989,-187.46
240,240,R,-1061,-179.98
250,240,R,-1137,-189.98
260,240,R,-1215,-195.04
270,240,R,-1293,-195.00
280,240,R,-1372,-197.52
290,240,R,-1452,-199.98
300,240,R,-1535,-207.54
310,240,R,-1618,-207.46
320,240,R,-1703,-212.52
330,240,R,-1789,-215.02
340,240,R,-1874,-212.50
350,240,R,-1959,-212.50
360,240,R,-2045,-214.96
370,240,R,-2131,-214.96
380,240,R,-2215,-210.06
390,240,R,-2301,-214.85
400,240,R,-2387,-215.13
410,240,R,-2472,-212.48
420,240,R,-2556,-210.04
430,240,R,-2644,-220.00
440,240,R,-2732,-219.98
450,240,R,-2822,-225.02
460,240,R,-2913,-227.50
470,240,R,-3004,-227.52
480,240,R,-3093,-222.46
490,240,R,-3182,-222.50
500,240,R,-3273,-227.45
510,240,R,-3365,-230.05
520,240,R,-3453,-220.04
530,240,R,-3541,-220.00
540,240,R,-3632,-227.45
550,240,R,-3721,-222.46
560,240,R,-3810,-222.54
570,240,R,-3900,-224.98
580,240,R,-3991,-227.55
590,240,R,-4083,-230.00
600,240,R,-4176,-232.52
610,240,R,-4267,-227.48
620,240,R,-4357,-225.02
630,240,R,-4449,-229.93
640,240,R,-4538,-222.52
650,240,R,-4627,-222.50
660,240,R,-4716,-222.52
670,240,R,-4805,-222.46
680,240,R,-4893,-220.07
690,240,R,-4980,-217.48
700,240,R,-5070,-224.98
710,240,R,-5161,-227.55
720,240,R,-5253,-230.00
730,240,R,-5346,-232.48
740,240,R,-5438,-229.98
750,240,R,-5529,-227.50
760,240,R,-5620,-227.50
770,240,R,-5711,-227.50
780,240,R,-5804,-232.48
790,240,R,-5892,-220.02
800,240,R,-5982,-224.98
810,240,R,-6073,-227.52
820,240,R,-6163,-225.02
830,240,R,-6253,-225.02
840,240,R,-6344,-227.50
850,240,R,-6436,-229.98
860,240,R,-6530,-235.02
870,240,R,-6622,-229.98
880,240,R,-6712,-225.02
890,240,R,-6803,-227.48
900,240,R,-6894,-227.52
910,240,R,-6984,-224.93
920,240,R,-7072,-220.02
930,240,R,-7162,-224.96
940,240,R,-7250,-220.07
950,240,R,-7338,-219.98
960,240,R,-7427,-222.46
970,240,R,-7518,-227.52
980,240,R,-7609,-227.50
990,240,R,-7702,-232.50
1000,240,R,-7794,-230.07
1010,240,R,-7885,-227.43
1020,240,R,-7976,-227.50
1030,240,R,-8067,-227.52
1040,240,R,-8159,-229.98
1050,240,R,-8249,-225.02
1060,240,R,-8339,-224.98
1070,240,R,-8430,-227.57
1080,240,R,-8519,-222.46
1090,240,R,-8609,-224.98
1100,240,R,-8699,-225.00
1110,240,R,-8791,-230.07
1120,240,R,-8883,-229.93
1130,240,R,-8976,-232.52
1140,240,R,-9067,-227.50
