t_ms,pwm_cmd,dir,enc_count,rpm
0,240,R,0,0.00
10,240,R,-3,-7.50
20,240,R,-13,-25.00
30,240,R,-30,-42.50
40,240,R,-52,-54.99
50,240,R,-81,-72.50
60,240,R,-114,-82.50
70,240,R,-153,-97.52
80,240,R,-197,-110.01
90,240,R,-244,-117.49
100,240,R,-296,-130.00
110,240,R,-350,-134.97
120,240,R,-408,-145.00
130,240,R,-469,-152.50
140,240,R,-533,-160.05
150,240,R,-599,-164.90
160,240,R,-666,-167.60
170,240,R,-736,-174.98
180,240,R,-809,-182.46
190,240,R,-884,-187.56
200,240,R,-961,-192.46
210,240,R,-1040,-197.54
220,240,R,-1120,-199.96
230,240,R,-1199,-197.52
240,240,R,-1280,-202.46
250,240,R,-1372,-230.07
260,240,R,-1453,-202.50
270,240,R,-1534,-202.46
280,240,R,-1615,-202.42
290,240,R,-1698,-207.56
300,240,R,-1779,-202.52
310,240,R,-1862,-207.46
320,240,R,-1948,-215.09
330,240,R,-2037,-222.43
340,240,R,-2126,-222.54
350,240,R,-2217,-227.45
360,240,R,-2308,-227.55
370,240,R,-2397,-222.50
380,240,R,-2486,-222.50
390,240,R,-2575,-222.46
400,240,R,-2665,-225.02
410,240,R,-2754,-222.48
420,240,R,-2844,-225.07
430,240,R,-2934,-225.00
440,240,R,-3024,-225.00
450,240,R,-3114,-224.91
460,240,R,-3205,-227.57
470,240,R,-3297,-230.02
480,240,R,-3390,-232.50
490,240,R,-3483,-232.41
500,240,R,-3574,-227.57
510,240,R,-3669,-237.36
520,240,R,-3766,-242.60
530,240,R,-3857,-227.50
540,240,R,-3946,-222.50
550,240,R,-4031,-212.54
560,240,R,-4120,-222.50
570,240,R,-4207,-217.52
580,240,R,-4296,-222.43
590,240,R,-4387,-227.50
600,240,R,-4479,-230.02
610,240,R,-4574,-237.52
620,240,R,-4667,-232.45
630,240,R,-4760,-232.52
640,240,R,-4851,-227.48
650,240,R,-4943,-230.02
660,240,R,-5034,-227.55
670,240,R,-5125,-227.45
680,240,R,-5217,-229.95
690,240,R,-5308,-227.50
700,240,R,-5399,-227.57
710,240,R,-5489,-224.98
720,240,R,-5581,-230.02
730,240,R,-5673,-229.95
740,240,R,-5767,-235.07
750,240,R,-5861,-234.93
760,240,R,-5953,-230.05
770,240,R,-6047,-235.02
780,240,R,-6146,-247.48
790,240,R,-6237,-227.43
800,240,R,-6325,-220.04
810,240,R,-6412,-217.52
820,240,R,-6501,-222.48
830,240,R,-6588,-217.48
840,240,R,-6676,-220.07
850,240,R,-6767,-227.50
860,240,R,-6860,-232.45
870,240,R,-6953,-232.52
880,240,R,-7047,-235.00
890,240,R,-7140,-232.52
900,240,R,-7231,-227.43
910,240,R,-7323,-230.07
920,240,R,-7414,-227.50
930,240,R,-7506,-229.95
940,240,R,-7597,-227.48
950,240,R,-7689,-229.95
960,240,R,-7779,-225.07
970,240,R,-7870,-227.48
980,240,R,-7961,-227.50
990,240,R,-8054,-232.55
1000,240,R,-8147,-232.45
1010,240,R,-8241,-235.00
1020,240,R,-8334,-232.55
1030,240,R,-8426,-229.98
1040,240,R,-8526,-250.05
1050,240,R,-8618,-229.89
1060,240,R,-8708,-225.09
1070,240,R,-8793,-212.48
1080,240,R,-8883,-225.00
1090,240,R,-8970,-217.46
1100,240,R,-9057,-217.59
1110,240,R,-9148,-227.45
1120,240,R,-9240,-229.95
1130,240,R,-9333,-232.52
1140,240,R,-9427,-235.05
